"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","162.159.136.234","192.168.1.13","TLSv1.2","132","Application Data"
"2","0.045565","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=1 Ack=79 Win=1027 Len=0"
"3","0.387067","192.168.1.12","224.0.0.251","MDNS","822","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"4","0.388031","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","842","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"5","0.757441","162.159.136.234","192.168.1.13","TLSv1.2","169","Application Data"
"6","0.811970","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=1 Ack=194 Win=1027 Len=0"
"7","1.834227","162.159.136.234","192.168.1.13","TLSv1.2","143","Application Data"
"8","1.882098","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=1 Ack=283 Win=1027 Len=0"
"9","2.103308","162.159.136.234","192.168.1.13","TLSv1.2","147","Application Data"
"10","2.143935","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=1 Ack=376 Win=1026 Len=0"
"11","2.673724","192.168.1.18","224.0.0.251","MDNS","259","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question ANY iPhone di Stefania (2)._rdlink._tcp.local, ""QU"" question SRV 0 0 49155 iPhone-di-Stefania-2.local OPT"
"12","2.674253","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","279","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question ANY iPhone di Stefania (2)._rdlink._tcp.local, ""QU"" question SRV 0 0 49155 iPhone-di-Stefania-2.local OPT"
"13","2.674253","192.168.1.18","224.0.0.251","MDNS","376","Standard query response 0x0000 PTR _rdlink._tcp.local TXT PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa OPT"
"14","2.674253","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","396","Standard query response 0x0000 PTR _rdlink._tcp.local TXT PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa OPT"
"15","2.801870","162.159.136.234","192.168.1.13","TLSv1.2","148","Application Data"
"16","2.856893","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=1 Ack=470 Win=1026 Len=0"
"17","2.925102","192.168.1.18","224.0.0.251","MDNS","171","Standard query 0x0000 ANY iPhone di Stefania (2)._rdlink._tcp.local, ""QM"" question SRV 0 0 49155 iPhone-di-Stefania-2.local OPT"
"18","2.925623","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","191","Standard query 0x0000 ANY iPhone di Stefania (2)._rdlink._tcp.local, ""QM"" question SRV 0 0 49155 iPhone-di-Stefania-2.local OPT"
"19","3.176676","192.168.1.18","224.0.0.251","MDNS","159","Standard query 0x0000 ANY iPhone-di-Stefania-2.local, ""QU"" question AAAA fe80::836:7aa6:a405:b5eb A 192.168.1.18 OPT"
"20","3.177187","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","179","Standard query 0x0000 ANY iPhone-di-Stefania-2.local, ""QU"" question AAAA fe80::836:7aa6:a405:b5eb A 192.168.1.18 OPT"
"21","3.277540","192.168.1.18","224.0.0.251","MDNS","171","Standard query 0x0000 ANY iPhone di Stefania (2)._rdlink._tcp.local, ""QM"" question SRV 0 0 49155 iPhone-di-Stefania-2.local OPT"
"22","3.277896","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","191","Standard query 0x0000 ANY iPhone di Stefania (2)._rdlink._tcp.local, ""QM"" question SRV 0 0 49155 iPhone-di-Stefania-2.local OPT"
"23","3.278195","192.168.1.13","192.168.1.29","TCP","164","64447  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=1022 Len=110 [TCP segment of a reassembled PDU]"
"24","3.281357","192.168.1.29","192.168.1.13","TCP","164","8009  >  64447 [PSH, ACK] Seq=1 Ack=111 Win=312 Len=110 [TCP segment of a reassembled PDU]"
"25","3.336674","192.168.1.13","192.168.1.29","TCP","54","64447  >  8009 [ACK] Seq=111 Ack=111 Win=1021 Len=0"
"26","3.424343","192.168.1.18","224.0.0.251","MDNS","159","Standard query 0x0000 ANY iPhone-di-Stefania-2.local, ""QM"" question AAAA fe80::836:7aa6:a405:b5eb A 192.168.1.18 OPT"
"27","3.424854","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","179","Standard query 0x0000 ANY iPhone-di-Stefania-2.local, ""QM"" question AAAA fe80::836:7aa6:a405:b5eb A 192.168.1.18 OPT"
"28","3.492052","192.168.1.13","193.59.178.125","TCP","55","55069  >  443 [ACK] Seq=1 Ack=1 Win=1022 Len=1 [TCP segment of a reassembled PDU]"
"29","3.525747","192.168.1.18","224.0.0.251","MDNS","325","Standard query response 0x0000 TXT, cache flush PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local OPT"
"30","3.526304","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","345","Standard query response 0x0000 TXT, cache flush PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local OPT"
"31","3.541181","193.59.178.125","192.168.1.13","TCP","60","443  >  55069 [ACK] Seq=1 Ack=2 Win=485 Len=0"
"32","3.673767","fe80::836:7aa6:a405:b5eb","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"33","3.675216","192.168.1.18","224.0.0.251","MDNS","159","Standard query 0x0000 ANY iPhone-di-Stefania-2.local, ""QM"" question AAAA fe80::836:7aa6:a405:b5eb A 192.168.1.18 OPT"
"34","3.675575","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","179","Standard query 0x0000 ANY iPhone-di-Stefania-2.local, ""QM"" question AAAA fe80::836:7aa6:a405:b5eb A 192.168.1.18 OPT"
"35","3.676013","192.168.1.18","224.0.0.251","MDNS","316","Standard query response 0x0000 PTR _rdlink._tcp.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa OPT"
"36","3.676304","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","336","Standard query response 0x0000 PTR _rdlink._tcp.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa OPT"
"37","3.776771","192.168.1.18","224.0.0.251","MDNS","215","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local OPT"
"38","3.777106","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","235","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local OPT"
"39","3.926112","192.168.1.18","224.0.0.251","MDNS","173","Standard query response 0x0000 AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"40","3.926688","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","193","Standard query response 0x0000 AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"41","4.549930","192.168.1.18","224.0.0.251","MDNS","389","Standard query response 0x0000 TXT, cache flush PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"42","4.550241","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","409","Standard query response 0x0000 TXT, cache flush PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"43","5.212523","192.168.1.13","35.186.224.47","TLSv1.2","89","Application Data"
"44","5.230232","35.186.224.47","192.168.1.13","TCP","60","443  >  55009 [ACK] Seq=1 Ack=36 Win=267 Len=0"
"45","5.241447","35.186.224.47","192.168.1.13","TLSv1.2","85","Application Data"
"46","5.288619","192.168.1.13","35.186.224.47","TCP","54","55009  >  443 [ACK] Seq=36 Ack=32 Win=1025 Len=0"
"47","5.318792","192.168.1.4","224.0.0.251","MDNS","248","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR iPad (6)._companion-link._tcp.local PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"48","5.318884","fe80::c37:14ca:116b:6d83","ff02::fb","MDNS","268","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR iPad (6)._companion-link._tcp.local PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"49","5.567553","162.159.136.234","192.168.1.13","TLSv1.2","226","Application Data"
"50","5.614651","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=1 Ack=642 Win=1025 Len=0"
"51","5.679198","192.168.1.18","224.0.0.251","MDNS","583","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"52","5.679712","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","603","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"53","6.534774","192.168.1.12","224.0.0.251","MDNS","267","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR iPad (6)._companion-link._tcp.local PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"54","6.534909","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","287","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR iPad (6)._companion-link._tcp.local PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"55","6.642469","192.168.1.4","224.0.0.251","MDNS","191","Standard query response 0x0000 PTR iPhone di Stefania._rdlink._tcp.local TXT OPT"
"56","6.642620","fe80::c37:14ca:116b:6d83","ff02::fb","MDNS","211","Standard query response 0x0000 PTR iPhone di Stefania._rdlink._tcp.local TXT OPT"
"57","6.678957","fe80::836:7aa6:a405:b5eb","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"58","6.786491","192.168.1.18","224.0.0.251","MDNS","176","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local OPT"
"59","6.786862","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local OPT"
"60","7.386957","162.159.136.234","192.168.1.13","TLSv1.2","218","Application Data"
"61","7.399321","192.168.1.13","192.168.1.255","UDP","86","57621  >  57621 Len=44"
"62","7.429761","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=1 Ack=806 Win=1024 Len=0"
"63","7.675227","192.168.1.13","162.159.136.234","TLSv1.2","108","Application Data"
"64","7.692019","162.159.136.234","192.168.1.13","TCP","60","443  >  54941 [ACK] Seq=806 Ack=55 Win=8 Len=0"
"65","7.804892","162.159.136.234","192.168.1.13","TLSv1.2","100","Application Data"
"66","7.849172","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=852 Win=1024 Len=0"
"67","8.297982","192.168.1.13","192.168.1.29","TCP","164","64447  >  8009 [PSH, ACK] Seq=111 Ack=111 Win=1021 Len=110 [TCP segment of a reassembled PDU]"
"68","8.300326","192.168.1.29","192.168.1.13","TCP","164","8009  >  64447 [PSH, ACK] Seq=111 Ack=221 Win=312 Len=110 [TCP segment of a reassembled PDU]"
"69","8.343370","192.168.1.13","192.168.1.29","TCP","54","64447  >  8009 [ACK] Seq=221 Ack=221 Win=1021 Len=0"
"70","8.367423","162.159.136.234","192.168.1.13","TLSv1.2","173","Application Data"
"71","8.419584","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=971 Win=1024 Len=0"
"72","8.528984","192.168.1.18","224.0.0.251","MDNS","583","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"73","8.529560","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","603","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"74","8.884198","162.159.136.234","192.168.1.13","TLSv1.2","151","Application Data"
"75","8.930655","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=1068 Win=1023 Len=0"
"76","8.956272","162.159.136.234","192.168.1.13","TLSv1.2","283","Application Data"
"77","9.008360","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=1297 Win=1023 Len=0"
"78","9.250297","77.234.45.88","192.168.1.13","HTTP","235","HTTP/1.1 200 OK "
"79","9.251538","192.168.1.13","77.234.45.88","HTTP","360","GET /R/A3sKIGM3ZTNiMGM1ZGM0YzRkOTc5YmM3ODM2Nzc1MWJhYzJjEgQGExAiGOEBIgEBKggIBBC37aKiASoICAMQ0anDoQEyCwgAEOTuoqIBGIACOJKvpLABQiBTTJBUg0WT1dSMB8YTj6EPTd6-peW0v8LhMRM7pcQSQ0iAgyg= HTTP/1.1 "
"80","9.276737","77.234.45.88","192.168.1.13","TCP","60","80  >  49788 [ACK] Seq=182 Ack=307 Win=2 Len=0"
"81","9.659098","192.168.1.13","95.100.242.161","TCP","55","55038  >  443 [ACK] Seq=1 Ack=1 Win=1021 Len=1 [TCP segment of a reassembled PDU]"
"82","9.662283","95.100.242.161","192.168.1.13","TCP","66","443  >  55038 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"83","9.674464","192.168.1.13","92.123.215.45","TCP","55","55022  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"84","9.674492","192.168.1.13","95.100.242.161","TCP","55","55039  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"85","9.677515","95.100.242.161","192.168.1.13","TCP","66","443  >  55039 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"86","9.682604","162.159.136.234","192.168.1.13","TLSv1.2","615","Application Data"
"87","9.689881","192.168.1.13","95.100.242.161","TCP","55","55037  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"88","9.693456","95.100.242.161","192.168.1.13","TCP","66","443  >  55037 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"89","9.700018","92.123.215.45","192.168.1.13","TCP","66","443  >  55022 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"90","9.737310","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=1858 Win=1028 Len=0"
"91","9.769113","192.168.1.13","95.100.242.161","TCP","55","55036  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"92","9.772764","95.100.242.161","192.168.1.13","TCP","66","443  >  55036 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"93","9.784822","192.168.1.13","92.123.215.45","TCP","55","55035  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"94","9.810363","92.123.215.45","192.168.1.13","TCP","66","443  >  55035 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"95","10.326052","Philips_0d:0d:90","Broadcast","ARP","60","ARP Announcement for 192.168.1.23"
"96","10.620125","192.168.1.13","185.25.182.77","TLSv1.2","105","Application Data"
"97","10.707965","185.25.182.77","192.168.1.13","TCP","60","27025  >  54954 [ACK] Seq=1 Ack=52 Win=1021 Len=0"
"98","10.906229","162.159.136.234","192.168.1.13","TLSv1.2","148","Application Data"
"99","10.946343","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=1952 Win=1027 Len=0"
"100","10.977614","192.168.1.13","35.186.224.25","TCP","55","55053  >  443 [ACK] Seq=1 Ack=1 Win=1023 Len=1 [TCP segment of a reassembled PDU]"
"101","10.992045","35.186.224.25","192.168.1.13","TCP","66","443  >  55053 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"102","11.002036","162.159.136.234","192.168.1.13","TLSv1.2","219","Application Data"
"103","11.009151","162.159.136.234","192.168.1.13","TLSv1.2","362","Application Data"
"104","11.009344","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=2425 Win=1025 Len=0"
"105","11.040256","192.168.1.13","95.100.242.161","TCP","55","55055  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"106","11.043997","95.100.242.161","192.168.1.13","TCP","66","443  >  55055 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"107","11.649931","192.168.1.5","224.0.0.251","MDNS","944","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 900307c5._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR HP OfficeJet Pro 7720 series [53829D]._uscan._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._scanner._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._uscans._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._ipp._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._pdl-datastream._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._ipps._tcp.local PTR iPad (6)._rdlink._tcp.local PTR iPhone di Leonardo._rdlink._tcp.local PTR iPhone di Stefania._rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local PTR iPad (6)._companion-link._tcp.local PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local"
"108","11.650064","fe80::14c4:b54:c266:b537","ff02::fb","MDNS","964","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 900307c5._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR HP OfficeJet Pro 7720 series [53829D]._uscan._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._scanner._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._uscans._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._ipp._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._pdl-datastream._tcp.local PTR HP OfficeJet Pro 7720 series [53829D]._ipps._tcp.local PTR iPad (6)._rdlink._tcp.local PTR iPhone di Leonardo._rdlink._tcp.local PTR iPhone di Stefania._rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local PTR iPad (6)._companion-link._tcp.local PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local"
"109","11.946623","162.159.136.234","192.168.1.13","TLSv1.2","256","Application Data"
"110","11.984299","192.168.1.13","146.75.62.248","TCP","55","55062  >  443 [ACK] Seq=1 Ack=1 Win=1025 Len=1 [TCP segment of a reassembled PDU]"
"111","11.987262","146.75.62.248","192.168.1.13","TCP","66","443  >  55062 [ACK] Seq=1 Ack=2 Win=277 Len=0 SLE=1 SRE=2"
"112","11.999638","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=2627 Win=1025 Len=0"
"113","11.999757","192.168.1.13","146.75.62.248","TCP","55","55063  >  443 [ACK] Seq=1 Ack=1 Win=1025 Len=1 [TCP segment of a reassembled PDU]"
"114","12.002998","146.75.62.248","192.168.1.13","TCP","66","443  >  55063 [ACK] Seq=1 Ack=2 Win=277 Len=0 SLE=1 SRE=2"
